rErrorMsg,rWouldTakeAgain,rClass,rTextBookUse,easyColor,teacherGrade,rEasy,rClarity,usefulGrouping,rInterest,sId,quality,id,rStatus,attendance,teacherRatingTags,rOverallString,rComments,rDate,TeacherID,takenForCredit,onlineClass,notHelpCount,rHelpful,teacher,helpColor,rEasyString,unUsefulGrouping,rOverall,helpCount,clarityColor
,N/A,CSE360,No,average,N/A,3,3,people,Sorta interested,45,good,21708966,1,N/A,[],3.5,Balasooriya is a nice professor. However this course was not interesting. Lectures (powerpoints) were long and boring. Test questions were often ambiguous and graded a bit harsh. I did find the class project to be a good experience. Be ready to put a lot of work into the project. However an A is attainable provided you put the work into it.,05/08/2013,1011373,N/A,,0,4,,average,3.0,people,3.5,0,average
,N/A,CSE360,No,poor,N/A,1,3,people,Low,45,good,21698947,1,N/A,[],4.0,"Janaka is a good teacher who is very reasonable and helpful when needed. However, the class curriculum for CSE360 is a bit of a joke. It should be called ""Project Management 101"". The Powerpoints are posted on Blackboard. The main focus is a group programming project. Attendance is mandatory for project presentations, otherwise no reason to go.",05/07/2013,1011373,N/A,,0,5,,good,1.0,people,4,0,average
,N/A,CSE110,No,poor,N/A,1,5,people,Really into it,45,awesome,21591463,1,N/A,[],5.0,"Super easy, super nice. You learn things at a slow pace, but you do learn them well. And if you really want to learn more, you'll have to do a lot on your own, but that's how programming goes!",04/23/2013,1011373,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE110,Yes,average,N/A,2,4,person,Really into it,45,good,21314291,1,N/A,[],4.0,"Nice guy. Class was easy, but was frustratingly slow paced for me. If you have an interest in programming you will probably realize that the amount of material covered in the course can be learned in about 3 weeks. Only 7 HW assignments all semester which I thought was dumb. I didn't find the lectures to be very useful. Easy B even for a slacker.",02/01/2013,1011373,N/A,,0,4,,good,2.0,people,4,1,good
,N/A,CSE110,Yes,poor,N/A,1,3,people,It's my life,45,good,21199323,1,N/A,[],4.0,Very good teacher.,01/02/2013,1011373,N/A,,0,5,,good,1.0,people,4,0,average
,N/A,CSE110,No,poor,N/A,1,4,people,It's my life,45,awesome,21046406,1,N/A,[],4.5,"He's a good teacher. Just do the homework, pass the tests, and you're good. There are a few in-class assignments, but they're easy. He's a cool guy.",12/12/2012,1011373,N/A,,1,5,,good,1.0,person,4.5,0,good
,N/A,CSE110,Yes,poor,N/A,1,5,people,Sorta interested,45,awesome,20599556,1,N/A,[],5.0,BEST OF BESTS,08/23/2012,1011373,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE110,No,average,N/A,2,4,people,It's my life,45,awesome,20562957,1,N/A,[],4.5,Very nice teacher and I enjoyed his class very much. Has an accent but I found that to be no problem. He would help me with HW/Labs after class when I needed it and he responds to his e-mails quickly. Overall I very much enjoyed this class and his teaching.,08/10/2012,1011373,N/A,,0,5,,good,2.0,people,4.5,0,good
,N/A,CSE110,Yes,average,N/A,2,2,people,Low,45,good,20157359,1,N/A,[],3.5,"Janaka is a really nice teacher. He wants to make sure you understand. However, he is not very good at explaining concepts. He teaches by showing examples. I found the lab instructor to be a better teacher.",04/30/2012,1011373,N/A,,0,5,,average,2.0,people,3.5,0,average
,N/A,CSE110,Yes,average,N/A,2,3,people,It's my life,45,good,19880098,1,N/A,[],4.0,"Dr. Balasooriya is a very good professor. He does his best to help you understand the material. He does have a thick accent, but if you pay attention it doesn't matter. He is very good at introducing the topic to you. If you do all the assignments and pay attention an A is achievable. I would highly recommend this professor.",03/05/2012,1011373,N/A,,0,5,,good,2.0,people,4,0,average
,N/A,CSE110,Yes,poor,N/A,1,5,people,It's my life,45,awesome,19857904,1,N/A,[],5.0,"Great professor. Does a really good job explaining not only the code, but how it works in the computer and why it works the way it works. Exams and homework assignments are very fair. It is true that he makes syntax mistakes, most notably on online quizzes, but when he is made aware of it, he'll fix the grades of those who answered because of it.",02/25/2012,1011373,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE110,Yes,average,N/A,2,3,people,Low,45,good,19720728,1,N/A,[],3.5,"He's a nice guy! Helps you when you need it. Often hard to understand but if you pay attention you'll get it. Posts everything on bb but like others mentioned, there is usually a typo that can throw a programmer off. Be on the lookout for those.",01/13/2012,1011373,N/A,,0,4,,average,2.0,people,3.5,0,average
,N/A,CSE110,No,average,N/A,2,3,people,It's my life,45,good,19608526,1,N/A,[],4.0,"Good teacher. Willing to help where he can, and for an intro java class, does a great job relaying the material. One major beef I had was that in almost EVERY single assignment/test, there was a syntax or spelling error.. which is rather important in coding in where 1 syntax error can cause the program not to execute. Other than that, great.",12/22/2011,1011373,N/A,,0,5,,good,2.0,people,4,0,average
,N/A,CSE110,Yes,average,N/A,2,4,people,It's my life,45,average,19542069,1,N/A,[],3.0,Not enough emphasis placed on homework/projects and too much on simple syntax rules that are corrected by your average IDE.  If it weren't for my previous programming experience I'd be a little miffed.  Many typos on every exam/quiz (which is a cardinal sin for a syntax-heavy topic).  Got an A+ due to my own volition - poor instructor.,12/16/2011,1011373,N/A,,0,2,,average,2.0,people,3,0,good
,N/A,CSE110,No,poor,N/A,1,3,people,Sorta interested,45,good,19220244,1,N/A,[],4.0,"Janaka is a great professor who tries to make programming fun for everyone. His tests are not difficult- just review study guide. Attendance is not taken, but quizzes are given in class without much prior notice. Everyone can get a B, or, with a little effort, an A.",11/11/2011,1011373,N/A,,0,5,,good,1.0,people,4,0,average
,N/A,CSE110,Yes,poor,N/A,1,4,people,Really into it,45,good,19197576,1,N/A,[],4.0,"Great teacher! Although he has an accent, you can understand everything he says. He is very helpful and his tests, quizzes, and homework are easy. Also, if it seems like the class is not able to comprehend parts of what he's taught, he does a good job of making sure everyone gets it and adjusts tests/quizzes according to the classes comprehension.",11/09/2011,1011373,N/A,,0,4,,good,1.0,people,4,0,good
,N/A,CSE110,Yes,poor,N/A,1,2,people,It's my life,45,poor,19011457,1,N/A,[],2.0,"Take someone else if you can. He's useless, if anything he makes it more complicated than it is to learn by yourself. Class is simple though, so if you want to be me and just sit in the back on facebook and get an A, that's fine. But he won't help grind this stuff into your head, like CS students need.",09/20/2011,1011373,N/A,,0,2,,average,1.0,people,2,0,average
,N/A,CSE100,Yes,poor,N/A,1,4,people,Really into it,45,awesome,18955905,1,N/A,[],4.5,"Wonderfull teacher, wonderfull class. Took intro C++ programming with him in 2008, breezed through the class with an A+, and remember everything with perfect clarity. If you put in the effort and are still stuggling with this class, you should seriously consider changing majors, as this is the easiest CS class you will ever take",08/26/2011,1011373,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,No,poor,N/A,1,5,people,Sorta interested,45,awesome,18619683,1,N/A,[],5.0,"Really easy teacher, great for people who just want to get the credit or for people who actually want to learn to program.",05/17/2011,1011373,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE360,No,poor,N/A,1,4,people,Sorta interested,45,awesome,18537249,1,N/A,[],4.5,Great professor! I have had him for two classes now. Take him if you can.,05/05/2011,1011373,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,average,N/A,2,4,people,Sorta interested,45,awesome,18527399,1,N/A,[],4.5,"Balasooriya is a nice guy, and like others have said, while his accent may be a little hard to understand at first, you get used to it rather fast. Assignments are easy easy in the beginning, but get rather difficult toward the end. Don't blow off this class too much and an A is within easy reach.",05/04/2011,1011373,N/A,,0,5,,good,2.0,people,4.5,0,good
,N/A,CSE360,Yes,average,N/A,3,5,people,It's my life,45,awesome,18336363,1,N/A,[],5.0,"He does have a little bit of an accent, but overall his ability to speak English is better than many who speak English as a primary language. Though the class material can be difficult, if you ask, he is always willing to explain things in detail in a courteous manner. Can't ask for better,highly recommended",03/30/2011,1011373,N/A,,0,5,,good,3.0,people,5,0,good
,N/A,CSE100,No,average,N/A,2,4,people,It's my life,45,good,18245777,3,N/A,[],4.0,"Balasooriya is a great professor. His does have an accent, but he is still understandable. Gives out extra credit, quizzes, study guides. Tests and HW are straightforward, and he is always willing to help you. Lectures can be a bit dull at times, but overall still helpful. Overall, I thought he was a great professor and would recommend him.",03/03/2011,1011373,N/A,,0,4,,good,2.0,people,4,0,good
,N/A,CSE100,No,average,N/A,2,4,people,Low,45,average,18090266,1,N/A,[],3.0,Great professor. Knows what he's talking about. His accent is a little distracting at first but you stop hearing it after a while. I would recommend him to anyone.,01/06/2011,1011373,N/A,,0,2,,average,2.0,people,3,0,good
,N/A,CSE100,No,poor,N/A,1,4,people,It's my life,45,awesome,18074044,1,N/A,[],4.5,"This class was easy. I had no programming experience and I still did really well. Do your labs and the homework and you'll be fine. Studying for tests is mandatory later in the course, however he lets you have crib sheets. Easy, easy, easy A if you aren't lazy.",01/02/2011,1011373,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE100,No,good,N/A,4,3,people,Meh,45,average,17743553,1,N/A,[],2.5,Nice guy thats about it. He teaches as if you have prior knowledge. Has an accent that is hard to understand and when you ask him for help it only confuses yu more. Stay away if you don't want to hurt your GPA. I recommend Burger.,11/08/2010,1011373,N/A,,0,2,,average,4.0,people,2.5,0,average
,N/A,CSE100,Yes,poor,N/A,1,4,person,It's my life,45,awesome,16723836,1,N/A,[],4.5,"Great teacher. Class is easy enough. Gives lots of extra credit, especially on quizzes and exams. Start the homework early, and attend his office hours if you did not understand something. If you have questions on the labs, go to his office hours;TAs are useless. Labs are not mandatory; you can do em by yourself and upload em without going to lab.",01/13/2010,1011373,N/A,,0,5,,good,1.0,people,4.5,1,good
,N/A,CSE100,Yes,average,N/A,2,3,people,Really into it,45,good,16498398,1,N/A,[],3.5,"Overall, pretty easy class.  Lectures were to long, and could have been shortened to half their length!  There's plenty of chance for ec points.  Sometimes it's difficult to understand the professor, but usually it's ok.",12/08/2009,1011373,N/A,,0,4,,average,2.0,people,3.5,0,average
,N/A,CSE100,Yes,poor,N/A,1,3,people,It's my life,45,good,16397544,1,N/A,[],4.0,"Easy class. Only went to quizzes/midterms. Professor is very helpful. Beware though, he often mistypes things on his tests, so try not to get confused. I've lost several points because of this.",11/19/2009,1011373,N/A,,0,5,,good,1.0,people,4,0,average
,N/A,CSE110,Yes,average,N/A,2,5,people,Really into it,45,awesome,16292016,1,N/A,[],5.0,"Dr. Balasooriya is a great professor. His lectures rarely drag, and they are always very clear. If you ever have a question he is always eager to help, just go to his office hours or even send him an email.",10/30/2009,1011373,N/A,,0,5,,good,2.0,people,5,0,good
,N/A,CSE110,Yes,poor,N/A,1,3,people,It's my life,45,good,16222593,1,N/A,[],4.0,"The class is very easy, so it shouldn't be tough to get a good grade. Although he has an accent, his lectures are clear. He is very helpful if you visit his office hours.",10/06/2009,1011373,N/A,,0,5,,good,1.0,people,4,0,average
,N/A,CSE110,Yes,poor,N/A,1,3,people,Meh,45,good,16137712,1,N/A,[],3.5,"He makes the class easy enough, the only problem is that he spends all his time talking about how programming is like a car and a house and everything but the program, i thought we were in auto/homebuilding class at times. So if you don't know anything about programming, when you actually pull up textpad you're like.. so where are the wheels again&#63;",08/20/2009,1011373,N/A,,0,4,,average,1.0,people,3.5,0,average
,N/A,CSE100,No,poor,N/A,1,4,people,Sorta interested,45,awesome,16064747,1,N/A,[],4.5,Teacher was very organized and helpful throughout the semester.  Tests and quizzes are a piece of cake.  Homework assignments are fairly easy and don't require a huge amount of time. ~15 bonus points were awarded throughout the summer semester maybe more during a regular semester.  Would definately recommend taking any course with this professor.,07/25/2009,1011373,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,poor,N/A,1,4,people,Really into it,45,awesome,15958133,1,N/A,[],4.5,"He is very well prepared from start to finish.  He posts everything online, and the material is very organized.  It takes a little bit of effort to get past the accent.  Great teacher",06/13/2009,1011373,N/A,,0,5,,good,1.0,people,4.5,0,good
